Die Hard 2 (1990),"['SIBELIUS Finlandia, Op. 26 (8.550103)']"
Die Hard with a Vengeance (1995),"['BRAHMS Symphony No. 1 in C minor, Op. 68: IV. Adagio (8.550278)', 'GOULD American Salute (8.559005)']"
Dionysia (A) (2015),"['BRAHMS Schicksalslied, Op. 54 (8.572694)', 'BROUWER Sonata: III. La Toccata de Pasquini (8.554195)', 'CHOPIN Nocturne No. 7 in C-sharp minor, Op. 27, No. 1 (8.554531)', 'GLUCK Orphee et Euridice: Danses des Ombres Heureuses (8.660185-86)', 'GORECKI String Quartet No. 3, Op. 67, ""Piesni spiewaja"" (...Songs Are Sung): II. Largo, Cantabile (Nonesuch\xa0075597999327)', 'IBERT Flute Concerto: II. Andante (Capriccio\xa0C71028)', 'LISZT Orpheus, S98/R415 (8.553355)']"
Dirty Dozen (The) (1967),"['HAYDN String Quartet No. 62 in C major, Op. 76, No. 3, Hob.III:77, ""Emperor"": II. Poco adagio, cantabile (8.550314)', 'J STRAUSS II Kaiser-Walzer (Emperor Waltz), Op. 437 (8.550152)']"
Dirty Rotten Scoundrels,['VERDI Rigoletto: La donna e mobile (8.660013-14)']
Dish (The) (2000),"[""MASSENET Cherubin: Lorsque vous n'aurez rien a faire (Dynamic\xa0CDS508)""]"
Distinguished Gentleman (The) (1992),"['BOCCHERINI String Quintet in E major, G. 275: III. Minuetto (8.550731)']"
Diva (1981),['CATALANI La Wally: Ebben Ne andro lontana (8.550606)']
Divided We Fall (2000),"['JS BACH St. Matthew Passion, BWV 244: Erbarme dich (8.550832-34)']"
Divorce (Le) (2003),"['CHOPIN Impromptu No. 3 in G-flat major, Op. 51 (8.554538)']"
Django Unchained (2012),"['BEETHOVEN Bagatelle in A minor, WoO 59, ""Fur Elise"" (8.550647)', 'VERDI Messa da Requiem: Dies irae (8.550944-45)']"
Doc Hollywood (1991),"[""CANTELOUBE Chants d'Auvergne: No. 2. Bailero (8.557491)"", ""PROKOFIEV Lieutenant Kije Suite, Op. 60: III. Kije's Wedding (8.554057)""]"
Dog Soldiers (2002),['DEBUSSY Suite bergamasque: III. Clair de lune (8.550253)']
Dogma,"['BEETHOVEN Symphony No. 9 in D minor, Op. 125, ""Choral"": IV. Finale (8.553478)']"
Domestic Disturbance (2001),"[""MENDELSSOHN A Midsummer Night's Dream: Wedding March, Op. 61, No. 4 (8.554433)""]"
Don Juan De Marco (1994),"['MOZART Don Giovanni, K. 527: La ci darem la mano (8.660080-82)']"
Doors (The) (1991),"['ALBINONI Adagio (8.550014)', 'ORFF Carmina Burana: O Fortuna (8.550196)']"
Double Indemnity (1944),"['SCHUBERT Symphony No. 8 in B minor, D. 759, ""Unfinished"": I. Allegro moderato (8.553223)']"
Double Lover (L'amant double) (2017),"['JS BACH Goldberg Variations, BWV 988: Aria (8.550078)']"
Down River (2013),"['BEETHOVEN Piano Concerto No. 5 in E-flat major, Op. 73, ""Emperor"": II. Adagio un poco mosso (8.550121)', 'BEETHOVEN Symphony No. 7 in A major, Op. 92: II. Allegretto (8.553477)', 'MENDELSSOHN Symphony No. 5 in D major, Op. 107, ""Reformation"": I. Andante - Allegro con fuoco (8.550957)']"
Down with Love (2003),"['TCHAIKOVSKY 1812 Overture, Op. 49 (8.555923)']"
Downton Abbey (2019),"['FUCIK Florentiner Marsch (Florentine March), Op. 214, ""Grande marcia Italiana"" (8.557048)', 'J STRAUSS II Annen Polka, Op. 117 (8.550336)', 'J STRAUSS II Fruhlingsstimmen (Voices of Spring), Op. 410 (8.550152)', 'J STRAUSS II Morgenblatter, Walzer, Op. 279 (8.554524)', 'J STRAUSS II Wiener Bonbons, Walzer, Op. 307 (8.554518)']"
Dr Jekyll and Mr Hyde (1931),"[""JS BACH Ich ruf' zu Dir, Herr Jesu Christ (I call on you, Lord Jesus Christ), BWV 639 (8.553032)"", 'JS BACH Toccata and Fugue in D minor, BWV 565 (8.553859)', 'BIZET Carmen: L\'amour est un oiseau rebelle, ""Habanera"" (8.660005-07)', 'R SCHUMANN 8 Fantasiestucke, Op. 12: No. 2. Aufschwung (8.550493)']"
Dracula,"['TCHAIKOVSKY Swan Lake, Op. 20 (8.550246-47)']"
Dracula: Dead and Loving It (1995),['BRAHMS Hungarian Dance No. 5 (8.550110)']
Dressmaker (The) (2015),"['DELIBES Lakme: Viens, Mallika... Dome epais, ""Flower Duet"" (8.553168)', 'SULLIVAN The Mikado: Three little maids from school (8.110176-77)', 'WAGNER Lohengrin: Bridal Chorus (8.550507)']"
Driving Miss Daisy (1989),"['DVORAK Rusalka, Op. 114: O Silver Moon, ""Song to the Moon"" (8.553166)']"
Drop Dead Gorgeous (1999),"['COPLAND Fanfare for the Common Man (8.550282)', 'J STRAUSS II Fruhlingsstimmen (Voices of Spring), Op. 410 (8.550152)', 'R STRAUSS Also sprach Zarathustra, Op. 30, TrV 176 (8.550182)']"
Drowning by Numbers (1988),"['MOZART Sinfonia Concertante in E-flat major, K. 364: II. Andante (8.550332)']"
"Dude, Where's My Car? (2000)",['PACHELBEL Canon in D major (8.550104)']
Dudley Do-Right (1999),"['J STRAUSS II Wiener Blut (Vienna Blood), Op. 354 (8.550152)']"
Dumb and Dumber (1994),"['ELGAR Variations on an Original Theme, Op. 36, ""Enigma"": Var. IX (Nimrod) (8.553564)', 'HANDEL Messiah, HWV 56: Hallelujah! (Chorus) (8.553258)']"
Dunkirk (2017),"['ELGAR Variations on an Original Theme, Op. 36, ""Enigma"": Var. IX (Nimrod) (8.553564)']"
Duplex (2003),"['MOZART Requiem in D Minor, K. 626: Dies irae (8.550235)']"
Dysfunktional Family (2003),"['BEETHOVEN Symphony No. 5 in C minor, Op. 67 (8.553476)']"
E la nave va (1983),"['DEBUSSY Suite bergamasque: III. Clair de lune (8.550253)', 'VERDI La forza del destino: Sinfonia (8.553089)']"
East of Eden,['WAGNER Die Walkure: Feuerzauber (Magic Fire Music) (8.660172-74)']
Eat Drink Man Woman (1994),"['HANDEL Israel in Egypt, HWV 54: Sing ye to the Lord (8.570966-67)', 'VERDI Quattro pezzi sacri: Ave Maria (8.550944-45)']"
Ed Wood (1994),"['TCHAIKOVSKY Swan Lake, Op. 20 (8.550246-47)']"
Eddie the Eagle (2016),['RAVEL Bolero (8.550501)']
EDtv (1999),"['GRIEG Piano Concerto in A minor, Op. 16: I. Allegro molto moderato (8.550118)']"
Educating Rita (1983),"['MOZART Piano Concerto No. 21 in C major, K. 467, ""Elvira Madigan"" (8.550434)']"
Effi Briest (Fontane Effi Briest) (1974),"['BEETHOVEN Piano Sonata No. 8 in C minor, Op. 13, ""Pathetique"": II. Adagio cantabile (8.550045)', 'BEETHOVEN Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto (8.550045)', 'SAINT-SAENS Havanaise in E major, Op. 83 (8.556675)', 'SPOHR 6 Songs, Op. 25: No. 1 Wiegenlied (Marco Polo\xa08.223869)']"
Effie Gray (2014),"['STRAUSS I Wiener-Gemuths-Walzer, Op. 116 (8.225288)']"
El reino (The Candidate) (2018),"['HANDEL Serse (Xerxes), HWV 40: Ombra mai fu, ""Largo"" (8.553751)']"
Elephant Man (The) (1980),"['BARBER Adagio for Strings, Op. 11 (8.559088)']"
Elephant Walk (1953),"['CHOPIN Nocturne No. 8 in D-flat major, Op. 27, No. 2 (8.554531)']"
Elizabeth (1998),"['BYRD Domine, secundum actum meum (Chandos\xa0CHAN0578)', 'ELGAR Variations on an Original Theme, Op. 36, ""Enigma"": Var. IX (Nimrod) (8.553564)', 'MOZART Requiem in D minor, K. 626: Requiem aeternam (8.550235)', 'TALLIS Te Deum (Signum Classics\xa0635212000229)']"
Elle (2016),"['ALBINONI Oboe Concerto in B-flat major, Op. 9, No. 11 (8.550739)', 'BEETHOVEN Symphony No. 6 in F major, Op. 68, ""Pastoral"": I. Allegro ma non troppo (8.553474)', 'MOZART Divertimento in D major, K. 136, ""Salzburg Symphony No. 1"": II. Andante (8.550108)', 'RACHMANINOV Piano Concerto No. 2 in C minor, Op. 18: II. Adagio sostenuto (8.550117)']"
Elvira (1988),"['DVORAK Symphony No. 9 in E minor, Op. 95, B. 178, ""From the New World"" (8.550271)']"
Elvira Madigan (1967),"['MOZART Piano Concerto No. 21 in C major, K. 467, ""Elvira Madigan"": II. Andante (8.550434)']"
Elysium (2013),"['JS BACH Cello Suite No. 1 in G major, BWV 1007: I. Prelude (8.557280-81)', 'BEETHOVEN Piano Concerto No. 4 in G major, Op. 58: III. Rondo (8.550122)', 'BEETHOVEN Piano Concerto No. 5 in E-flat major, Op. 73, ""Emperor"" (8.550121)', 'BEETHOVEN Piano Sonata No. 8 in C minor, Op. 13, ""Pathetique"" (8.550045)']"
Emma. (2020),"['BEETHOVEN Piano Sonata No. 23 in F minor, Op. 57, ""Appassionata"": II. Andante con moto (8.550045)', 'HAYDN Symphony No. 45 in F-Sharp Minor, Hob.I:45, ""Farewell"": IV. Finale: Presto - Adagio (8.550382)', 'MOZART Piano Sonata No. 12 in F major, K. 332: III. Allegro assai (8.550446)']"
Empire of the Sun (1987),"['CHOPIN Mazurka No. 13 in A minor, Op. 17, No. 4 (8.554529)']"
End of the Affair (The) (1999),"['KODALY Sonata for Solo Cello, Op. 8: I. Allegro maestro ma appassionato (8.553160)', 'J STRAUSS II An der schonen, blauen Donau (The Beautiful Blue Danube), Op. 314 (8.550152)']"
English Patient (The) (1996),"['JS BACH Goldberg Variations, BWV 988: Aria (8.550078)']"
Enigma (2001),"['JS BACH Brandenburg Concerto No. 4 in G Major, BWV 1049: II. Andante (8.554608)', 'JS BACH Vor deinen Thron tret ich (Before Thy throne I stand), BWV 668 (8.550927)', 'VAUGHAN WILLIAMS 5 Variants of Dives and Lazarus (8.557798)']"
Entrapment (1999),"['JS BACH The Well-Tempered Clavier Book I: Prelude and Fugue No. 1 in C major, BWV 846 (8.553796-97)', 'BIZET Carmen: L\'amour est un oiseau rebelle, ""Habanera"" (8.660005-07)']"
Equalizer (The) (2014),"['TCHAIKOVSKY Swan Lake, Op. 20: Act I Finale (8.550246-47)', 'TCHAIKOVSKY Valse-Scherzo, Op. 34 (8.557690)', 'TCHAIKOVSKY Violin Concerto in D major, Op. 35: II. Canzonetta: Andante (8.550153)']"
Equals (2015),"['JS BACH Overture (Suite) No. 3 in D major, BWV 1068: II. Air (8.550245)', 'BEETHOVEN Piano Concerto No. 1 in C major, Op. 15: II. Largo (8.550190)', 'BEETHOVEN Piano Concerto No. 3 in C minor, Op. 37: I. Allegro con brio (8.550122)', 'BEETHOVEN Piano Concerto No. 4 in G major, Op. 58: III. Rondo (8.550122)', 'BEETHOVEN Piano Sonata No. 31 in A-flat major, Op. 110: I. Moderato cantabile, molto espressivo (8.550151)', 'BERLIOZ Symphonie fantastique, Op. 14: III. Scene aux champs: Adagio (8.550093)', 'CHOPIN Nocturne No. 4 in F major, Op. 15, No. 1 (8.554531)', 'MOZART Serenade No. 13 in G major, K. 525, ""Eine kleine Nachtmusik"" (8.550026)', 'SCHUBERT 4 Impromptus, Op. 90, D. 899: Impromptu No. 3 in G-flat major (8.550260)', 'TELEMANN Musique de Table (Tafelkmusik) Part III: Quartet in E minor: II. Allegro (8.553732)']"
Equinox (1970),"['RACHMANINOV Symphonic Dances, Op. 45: I. Non allegro (8.550583)']"
Escape from New York (1981),"['DEBUSSY Preludes, Book 1: No. 10 La cathedrale engloutie (8.553293)']"
Even Cowgirls Get the Blues (1993),"['DEBUSSY String Quartet No. 1 in G Minor, Op. 10 : I. Anime et tres decide (8.550249)']"
Everybody Knows (Todos lo saben) (2018),"['JS BACH Overture (Suite) No. 3 in D major, BWV 1068: II. Air (8.550245)']"
Evil Woman (Saving Silverman) (2001),"[""MENDELSSOHN A Midsummer Night's Dream: Wedding March, Op. 61, No. 4 (8.554433)"", 'WAGNER Lohengrin: Bridal Chorus (8.550507)']"
Ex Machina (2015),"['JS BACH Cello Suite No. 1 in G major, BWV 1007: I. Prelude (8.557280-81)', 'SCHUBERT Piano Sonata No. 21 in B-flat major, D. 960 (8.550475)']"
Excalibur (1981),"['ORFF Carmina Burana: O Fortuna (8.550196)', ""WAGNER Gotterdammerung: Siegfrieds Trauermarsch (Siegfried's Funeral March) (8.660179-82)"", 'WAGNER Tristan und Isolde: Prelude (8.660152-54)']"
Exit to Eden (1994),"['VIVALDI Concerto for Two Trumpets in C major, RV 537 (8.554040)', 'VIVALDI The 4 Seasons: Violin Concerto in F major, Op. 8, No. 3, RV 293, ""L\'autunno"" (Autumn) ()']"
Experiment (The) (Das Experiment) (2001),"['VIVALDI Flute Concerto in G minor, Op. 10, No. 2, RV 439, ""La notte"" (8.553101)']"
Exorcist (The) (1973),"['CRUMB Black Angels: Threnody I - Night of the Electric Insects (Bridge Records\xa0BCD9139)', 'PENDERECKI Polymorphia (8.557980)', 'PENDERECKI String Quartet No. 1 (BIS\xa07318590006528)', 'WEBERN 5 Pieces, Op. 10: Fliessend, ausserst zart (8.554841)']"
Exorcist III (The) (1990),['LASSUS Lagrime di San Pietro: 10a parte - Come falda di neve (Christophorus\xa04010072772558)']
Exotica (1994),"['SCHUBERT 4 Impromptus, Op. 90, D. 899: Impromptu No. 4 in A-flat major (8.550260)']"
Exposed (1983),"['JS BACH Partita No. 4 in D major, BWV 828: III. Courante (8.550693)', 'TCHAIKOVSKY Violin Concerto in D major, Op. 35: III. Finale (8.550153)']"
Extracurricular (2018),"['CHOPIN Nocturne No. 3 in B major, Op. 9, No. 3 (8.554531)']"
"Extremely Wicked, Shockingly Evil and Vile (2019)","['MOZART Die Zauberflote (The Magic Flute), K. 620: Der Holle Rache kocht in meinem Herzen (8.660030-31)']"
Eye for an Eye (1996),"['MOZART Clarinet Concerto in A major, K. 622: I. Allegro (8.550345)', 'VIVALDI Concerto for Recorder, Oboe, Violin and Bassoon in G minor, RV 105 (8.557215)']"
Eyes Wide Shut (1999),"['LIGETI Musica Ricercata: II. Mesto. Parlando - Piu mosso - Tempo I (BIS\xa0BIS-CD-53)', 'LISZT Nuages gris (Trube Wolken), S199/R78 (8.553852)', 'MOZART Requiem in D minor, K. 626: Rex tremendae majestatis (8.550235)', 'SHOSTAKOVICH Jazz Suite No. 2 (Suite for Stage Variety Orchestra): VI. Waltz 2 (8.555949)', 'SIECZYNSKI Wien, du Stadt meiner Traume, Op. 1 (8.111095)']"
Fabuleux destin d'Amelie Poulain (Le)  (Amelie) (2001),"['BARBER Adagio for Strings, Op. 11 (8.559088)']"
Face/Off (1997),"['ALLEGRI Miserere mei (8.550827)', 'CHOPIN Prelude No. 15 in D-flat major, Op. 28, No. 15 (8.554536)', 'HANDEL Messiah, HWV 56: Hallelujah! (Chorus) (8.553258)', ""MOZART Die Zauberflote (The Magic Flute), K. 620: Ach, ich fuhl's, es ist verschwunden (8.660030-31)""]"
Face of an Angel (The) (2014),['GLASS Violin Concerto: II. - - (8.554568)']
Faculty (The) (1998),['COPLAND Our Town (Centaur\xa0CRC3240)']
FairyTale: A True Story (1997),"[""HANDEL Judas Maccabaeus: See here the conqu'ring hero comes (8.551115)""]"
Faithful (1996),"[""PUCCINI Tosca: Vissi d'arte, vissi d'amore (8.660001-02)""]"
Fame (1980),"['MOZART Horn Concerto No. 3 in E-flat major, K. 447: III. Allegro (8.553592)', 'MOZART Piano Sonata No. 11 in A major, K. 331: I. Tema (8.550448)', 'MOZART Serenade No. 13 in G major, K. 525, ""Eine kleine Nachtmusik"": I. Allegro (8.550026)']"
Family Man (The) (2000),"['ROSSINI La scala di seta (The Silken Ladder): Overture (8.550236)', 'VERDI Rigoletto: La donna e mobile (8.660013-14)']"
Fanny and Alexander (1982),"['BRITTEN Cello Suites Nos. 1-3 (8.553663)', 'CHOPIN Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre (8.554533)', 'DVORAK Humoresque (8.550306)']"
Fantasia (1940),"['JS BACH Toccata and Fugue in D minor, BWV 565 (8.553859)', 'BEETHOVEN Symphony No. 6 in F major, Op. 68, ""Pastoral"" (8.553474)', ""DUKAS L'apprenti sorcier (The Sorcerer's Apprentice) (8.554066)"", 'MUSSORGSKY St. John\'s Night on Bald Mountain, ""A Night on the Bare Mountain"" (8.550051)', 'PONCHIELLI La Gioconda: Dance of the Hours (8.550081)', 'SCHUBERT Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau"" (8.553751)', 'STRAVINSKY Le sacre du printemps (The Rite of Spring) (1913 version) (8.557501)', 'TCHAIKOVSKY The Nutcracker: VIII. Waltz of the Flowers (8.550050)']"
Fantasia 2000,"['BEETHOVEN Symphony No. 5 in C minor, Op. 67: I. Allegro con brio (8.553476)']"
Fantasia 2001,"[""DUKAS L'apprenti sorcier (The Sorcerer's Apprentice) (8.554066)""]"
Fantasia 2002,['ELGAR Pomp and Circumstance Military March No. 1 (8.557273)']
Fantasia 2003,['ELGAR Pomp and Circumstance Military March No. 2 (8.557273)']
Fantasia 2004,['ELGAR Pomp and Circumstance Military March No. 3 (8.557273)']
Fantasia 2005,['ELGAR Pomp and Circumstance Military March No. 4 (8.557273)']
Fantasia 2006,['GERSHWIN Rhapsody in Blue (8.550295)']
Fantasia 2007,['RESPIGHI Pines of Rome (8.550539)']
Fantasia 2008,['SAINT-SAENS Carnival of the Animals: XIV. Finale (8.550335)']
Fantasia 2009,"['SHOSTAKOVICH Piano Concerto No. 2 in F major, Op. 102: I. Allegro (8.553126)']"
Fantasia 2010,['STRAVINSKY The Firebird (8.554060)']
Fantasia 2011,"['WAGNER Die Walkure: Hojotoho! Hojotoho! (The Valkyries), ""Ride of the Valkyries"" (8.660172-74)']"
Fantastic Woman (A) (Una Mujer Fantastica) (2017),"['GIACOMELLI Sposa, son disprezzata (Tactus\xa0TC670002)', 'HANDEL Serse (Xerxes), HWV 40: Ombra mai fu, ""Largo"" (8.553751)', 'VIVALDI Mandolin Concerto in C major, RV 425: I. Allegro (8.552101-02)']"
Far and Away (1992),"['BEETHOVEN Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto (8.550045)']"
Farinelli Il Castrato (1994),"['HANDEL Rinaldo, HWV 7a: Cara sposa, amante cara, dove sei (8.660165-67)', ""HANDEL Rinaldo, HWV 7a: Lascia ch'io pianga (8.660165-67)"", 'HANDEL Rinaldo, HWV 7a: Overture (8.660165-67)', 'PERGOLESI Salve Regina in C minor (8.557447)']"
Fatal Attraction (1987),"['PUCCINI Madama Butterfly: Con onor muore (8.660015-16)', 'PUCCINI Madame Butterfly: Un bel di, vedremo (8.660015-16)']"
Father (The) (2020),"['BELLINI Norma: Casta diva (8.110325-27)', 'BIZET Les pecheurs de perles (The Pearl Fishers): Je crois entendre encore, cache sous les palmiers (Dynamic\xa0CDS459)']"
Father of the Bride (1991),"['JS BACH Overture (Suite) No. 2 in B minor, BWV 1067: VI. Minuet (8.554609)', 'JS BACH Overture (Suite) No. 2 in B minor, BWV 1067: VII. Badinerie (8.554609)', ""MENDELSSOHN A Midsummer Night's Dream: Wedding March, Op. 61, No. 4 (8.554433)"", 'PACHELBEL Canon in D major (8.550104)', 'WAGNER Lohengrin: Bridal Chorus (8.550507)']"
Father of the Bride Part II (1995),"[""MENDELSSOHN A Midsummer Night's Dream: Wedding March, Op. 61, No. 4 (8.554433)""]"
Faustrecht der Freiheit (1975),"['SHOSTAKOVICH Piano Concerto No. 2 in F major, Op. 102: II. Andante (8.553126)']"
Favourite (The) (2018),"['JS BACH Fantasia in C minor, BWV 562 (8.553032)', 'JS BACH Pastorale in F major, BWV 590: III. Aria (8.550184)', 'HANDEL Concerto Grosso in B-flat major, Op. 6, No. 7, HWV 325: I. Largo (8.557358-60)', 'MESSIAEN La Nativite du Seigneur: VII. Jesus accepte la souffrance (8.573332)', 'PURCELL Oedipus, King of Thebes, Z. 583: Music for a While (Oehms Classics\xa0OC870)', 'PURCELL Trumpet Sonata in D major, Z. 850: II. Adagio (8.553444)', 'SCHUBERT Piano Sonata No. 21 in B-flat major, D. 960 (8.550475)', 'VIVALDI Violin Concerto in E minor, Op. 11, No. 2, RV 277, ""Il favorito"" (Dynamic\xa0CDS147)', ""VIVALDI Viola d'amore Concerto in A Minor, RV 397 (Cedille\xa0CDR90000-159)""]"
Fearless (1993),"['BEETHOVEN Bagatelle in A minor, WoO 59, ""Fur Elise"" (8.550647)', 'BEETHOVEN Piano Concerto No. 5 in E-flat major, Op. 73, ""Emperor"": III. Rondo (8.550121)', 'GORECKI Symphony No. 3, Op. 36, ""Symphony of Sorrowful Songs"": III. Lento - Cantabile semplice (8.550822)', 'PENDERECKI Polymorphia (8.557980)']"
Felons (Charades) (1998),['WAGNER Tannhauser: Overture (8.550136)']
Femme en bleu (La) (The Woman in Blue) (1973),"['SCHUBERT String Quartet No. 14 in D minor, D. 810, ""Death and the Maiden"" (8.550590)']"
Ferdinand (2017),"['HANDEL Messiah, HWV 56: Hallelujah! (Chorus) (8.553258)', 'J STRAUSS II Unter Donner und Blitz (Thunder and Lightning), Polka, Op. 324 (8.554518)']"
Ferris Bueller's Day Off (1986),"['BOCCHERINI String Quintet in E major, G. 275: III. Minuetto (8.550731)']"
Fidelio,['BEETHOVEN Fidelio: O welche Lust (Chorus of Prisoners) (8.660070-71)']
Fifth Element (The) (1997),['DONIZETTI Lucia di Lammermoor: Il dolce suono mi colpi (8.660255-56)']
Fifth Estate (The) (2013),"['MOZART Violin Concerto No. 5 in A major, K. 219: III. Tempo di menuetto (8.550418)']"
Fifty Shades of Black (2016),"[""HANDEL Rinaldo, HWV 7a: Lascia ch'io pianga (8.660165-67)""]"
Fifty Shades of Grey (2015),"['VILLA-LOBOS Bachianas brasileiras No. 5 for Soprano and Cello Ensemble (8.557460-62)', ""JS BACH Keyboard Concerto in D Minor, BWV 974 (arr of A. Marcello's Oboe Concerto): II. Adagio (8.572006-07)"", 'CHOPIN Prelude No. 4 in E minor, Op. 28, No. 4 (8.554536)']"
Fight Club (1999),"['BEETHOVEN Symphony No. 5 in C minor, Op. 67: IV. Allegro (8.553476)', 'SCHUBERT Symphony No. 8 in B minor, D. 759, ""Unfinished"": I. Allegro moderato (8.553223)']"
Fighting Temptations (The) (2003),"['CHOPIN Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre (8.554533)']"
Films That Suck (1999),"['GRIEG Peer Gynt Suite No. 1, Op. 46: IV. In the Hall of the Mountain King (8.554050)']"
Finding Forrester (2000),"['ORFF 4 Stucke fur Xylophon: Musik fur Kinder III, No. 15 (Celestial Harmonies\xa013104-2)']"
Firm (The) (1993),['A MARCELLO Oboe Concerto in D minor: II. Adagio (8.550556)']
Fisher King (The) (1991),['OFFENBACH Orphee aux enfers (Orpheus in the Underworld): Can-Can (8.550924)']
Five Easy Pieces (1970),"['CHOPIN Prelude No. 4 in E minor, Op. 28, No. 4 (8.554536)', 'MOZART Symphony No. 40 in G minor, K. 550: I. Molto allegro (8.550299)']"
Five Obstructions (The) (2003),['VERDI Nabucco: Chorus of the Hebrew Slaves (8.553963)']
Flashdance (1983),['GIAZOTTO Adagio in G minor (8.552244)']
Flatliners (2017),"['JS BACH Cello Suite No. 1 in G major, BWV 1007 (8.557280-81)', 'DANZI Wind Quintet in G minor, Op. 56, No. 2 (8.553076)', 'DEBUSSY Suite bergamasque: III. Clair de lune (8.550253)']"
Flintstones in Viva Rock Vegas (The) (2000),['TCHAIKOVSKY The Nutcracker: VIII. Waltz of the Flowers (8.550050)']
Flowers in the Attic (2014),['SAINT-SAENS Carnival of the Animals: XIII. The Swan (8.550335)']
Flubber (1997),"['JS BACH Cantata, BWV 147: Jesus bleibt meine Freude (8.550642)', ""MENDELSSOHN A Midsummer Night's Dream: Wedding March, Op. 61, No. 4 (8.554433)"", 'VIVALDI The 4 Seasons: Violin Concerto in E major, Op. 8, No. 1, RV 269, ""La primavera"" (Spring) (8.550056)']"
Fogbound,['WAGNER Tannhauser: Overture (8.550136)']
Fontane Effi Briest (Effi Briest) (1974),"['BEETHOVEN Piano Sonata No. 8 in C minor, Op. 13, ""Pathetique"": II. Adagio cantabile (8.550045)', 'BEETHOVEN Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto (8.550045)', 'SAINT-SAENS Havanaise in E major, Op. 83 (8.556675)', 'SPOHR 6 Songs, Op. 25: No. 1 Wiegenlied (Marco Polo\xa08.223869)']"
Food of Love (2002),"['BRAHMS Piano Trio No. 2 in C major, Op. 87 (8.550746)', 'CHOPIN Barcarolle, Op. 60 (8.554536)', 'CHOPIN Prelude No. 16 in B-flat minor, Op. 28, No. 16 (8.554536)', 'CHOPIN Scherzo No. 2 in B-flat minor, Op. 31 (8.554538)']"
Forbidden Games (1995),"[""TRADITIONAL Romance d'amour (8.551171)""]"
Force Majeure (Turist) (2014),"['VIVALDI The 4 Seasons: Violin Concerto in G minor, Op. 8, No. 2, RV 315, ""L\'estate"" (Summer): III. Presto (8.550056)']"
Forces of Nature (1999),"['HANDEL Solomon, HWV 67: Arrival of the Queen of Sheba (8.557574-75)', 'HANDEL Water Music: Suite No. 2 in D major, HWV 349: II. Alla Hornpipe (8.557764)']"
Forge (The) (2016),"['SCHUBERT Piano Trio in E-flat major, D. 929: II. Andante con moto (8.550132)']"
Forrest Gump (1994),['ELGAR Pomp and Circumstance Military March No. 1 (8.557273)']
Fortress (1992),['JS BACH The Art of Fugue: Counterpoints 3 and 11 (Sony\xa0696998775923)']
Fotograf (2015),"['DVORAK 8 Humoresques, Op. 101, B. 187: No. 7. Poco lento e grazioso in G-flat major (8.550306)', 'RAVEL Bolero (8.550501)']"
Foul Play (1978),['SULLIVAN The Mikado: If you want to know who we are (8.110176-77)']
Four Weddings and a Funeral (1994),"['HANDEL Solomon, HWV 67: Arrival of the Queen of Sheba (8.557574-75)', ""MENDELSSOHN A Midsummer Night's Dream: Wedding March, Op. 61, No. 4 (8.554433)""]"
Foxtrot (2017),['MAHLER Symphony No. 5: IV. Adagietto (8.550528)']
Frances (1982),"['BEETHOVEN Symphony No. 7 in A major, Op. 92: II. Allegretto (8.553477)', 'MOZART Piano Sonata No. 11 in A major, K. 331: I. Tema (8.550448)']"
Frankie and Johnny (1991),['DEBUSSY Suite bergamasque: III. Clair de lune (8.550253)']
Frantz (2016),"['CHOPIN Nocturne No. 20 in C-sharp minor, Op. post. (8.554531)', ""DEBUSSY Nuit d'etoiles (8.573780)"", 'RIMSKY-KORSAKOV Scheherazade, Op. 35 (8.572693)', 'TCHAIKOVSKY String Quartet No. 1 in D major, Op. 11: II. Andante cantabile (8.550847)']"
Freddy Got Fingered (2001),"['WAGNER Die Walkure: Hojotoho! Hojotoho! (The Valkyries), ""Ride of the Valkyries"" (8.660172-74)']"
French Lieutenant's Woman (The) (1981),"['JS BACH Toccata and Fugue in D minor, BWV 565 (8.553859)', 'MOZART Piano Sonata No. 15 in F major, K. 533: II. Andante (8.550445)']"
Full Monteverdi (The) (2007),['MONTEVERDI Madrigals Book 4 (2.110224)']
Funny Bones (1995),['RAVEL Bolero (8.550501)']
Funny Farm (1988),"['BRAHMS Wiegenlied: Guten Abend, gut Nacht, Op. 49, No. 4 (8.553843)']"
Funny Games (1997),"['HANDEL Atalanta, HWV 35: Care selve, ombre beate (Come, My Beloved)Care selve, ombre beate (8.111401)']"
Funny Thing Happened on the Way to the Forum (A) (1966),"['MOZART Symphony No. 29 in A major, K. 201: I. Allegro moderato (8.550119)']"
Furious Seven (Furious 7) (2015),"['J STRAUSS II Das Spitzentuch der Konigin: Rosen aus dem Suden (Roses from the South), Op. 388 (8.550152)']"
